entity,label,count
federal deposit insurance act federal deposit insurance act,ORG,1
federal deposit insurance act insert appro,ORG,1
dutiesa,PERSON,1
federal deposit insurance act organize,ORG,1
resource department treasury,ORG,1
resolution senate,ORG,1
federal deposit insurance act participate,ORG,1
transcript bureau investigator statement reason,ORG,1
federal deposit insurance act reserve,ORG,1
requirementin,ORG,1
requirementa nonbank financial company supervise board,ORG,1
requirementa community development financial institution partnership institution estab,ORG,1
federal national mortgage association f,ORG,1
rank member committee,ORG,1
trans ferred bureau b board,ORG,1
recent fiscal year,DATE,1
facilitiesthe securi tie exchange,ORG,1
fannie,ORG,1
federal deposit insurance act case,ORG,1
rico district,GPE,1
rico commonwealth,FAC,1
trans ferred bureau board governor federal reserve bank,ORG,1
referral bureau consumer financial,ORG,1
recommendation council,ORG,1
recommendation committee federal advisory committee actthe federal advisory committee,ORG,1
section 724,LAW,1
recommenda tion make council,ORG,1
trans ferred bureau title,ORG,1
recommenda tion h committee,ORG,1
federal home loan bank act ii,ORG,1
recommenda tion,ORG,1
federal deposit insurance act case national bank federal saving association deposit insure fed,ORG,1
federal home loan mortgage corporation g financial institution,ORG,1
recent year,DATE,1
federal insur,ORG,1
request council recommendationthe council,ORG,1
federal deposit insurance act usc,ORG,1
evolve united state international standard c,ORG,1
determination corporation board governor committee bank housing urban affair senate,ORG,1
deter mine bank,ORG,1
democratic republic,GPE,1
united state code authority penalty fine,ORG,1
democratic republic congo ii,GPE,1
deny request bureau regard implementation,ORG,1
department housing urban develop,ORG,1
department housing urban development,ORG,1
department housing urban development trans ferred bureau title,ORG,1
section 10321,LAW,1
department treasury board,ORG,1
deposit insur,ORG,1
deposit insurance corporation board,ORG,1
designee thereof,PERSON,1
section 10316,LAW,1
section 1031,LAW,1
designees board commission association shall meet,ORG,1
detail staff resource council,ORG,1
deter minations council,ORG,1
dutiesa,GPE,1
determination bb,ORG,1
determination council nonbank financial company shall supervise board,ORG,1
section 628a1,LAW,1
senate committee financial service committee agri culture house,ORG,1
every month,DATE,1
district prin,PERSON,1
determination ii,ORG,1
united state code application lawnothing,ORG,1
dis ciplinary action regulatory,ORG,1
section 5e1,LAW,1
dis covery,ORG,1
disposition affair authority,ORG,1
distinguish,NORP,1
united state code amend insert office comptroller currency security exchange,ORG,1
section 1025a1,LAW,1
section 5h 2,LAW,1
section 5h,LAW,1
united state code amend insert federal deposit insurance corporation act,ORG,1
section 1024c1,LAW,1
section 1023,LAW,1
district united state person,GPE,1
section 1022,LAW,1
section 1013b3,LAW,1
year quarter year 2,DATE,1
